participant_id,age,gender,grade,art_experience,emotion_label,well_being_score,engagement_score,stress_level,creativity_score,hours_art_weekly,preferred_art_medium,session_duration_minutes
0631,18,M,11,Medium,Excitement,2.2,1.1,1.9,2.4,8.2,Digital,102
0632,17,F,10,Low,Excitement,1.4,1.0,2.9,2.6,6.0,Mixed,70
0633,17,F,12,High,Excitement,1.5,5.0,4.5,1.7,6.0,Watercolor,89
0634,18,M,9,Low,Anxiety,2.6,4.5,2.2,5.0,1.3,Mixed,87
0635,18,M,11,High,Frustration,4.2,3.5,3.8,1.8,4.2,Mixed,106
0636,16,M,11,Low,Happiness,4.7,2.7,3.1,1.4,0.6,Mixed,71
0637,16,M,9,High,Happiness,2.9,3.7,4.9,1.9,8.0,Watercolor,86
0638,17,M,10,Low,Happiness,2.3,4.9,2.7,2.3,1.2,Mixed,94
0639,18,F,10,High,Sadness,2.4,3.6,4.3,2.3,0.9,Watercolor,32
0640,15,M,12,High,Frustration,4.2,4.5,1.7,1.6,6.1,Mixed,75
0641,16,F,10,Medium,Sadness,4.3,4.1,3.5,4.4,4.4,Watercolor,115
0642,18,M,9,High,Excitement,3.3,1.8,3.8,1.9,4.2,Digital,114
0643,17,M,12,Low,Calm,3.6,3.6,3.3,1.9,5.3,Digital,55
0644,15,F,9,High,Calm,1.9,2.0,4.6,5.0,7.6,Digital,86
0645,18,F,9,Low,Calm,2.0,1.4,2.6,1.5,4.1,Pencil,47
0646,15,F,10,Medium,Excitement,3.7,3.2,2.4,4.8,5.6,Pencil,82
0647,17,M,11,High,Anxiety,3.9,1.5,1.9,3.2,1.4,Mixed,73
0648,18,M,10,Low,Calm,1.4,4.4,2.6,2.1,4.5,Mixed,92
0649,18,F,10,Medium,Frustration,1.6,3.4,1.5,1.7,6.8,Watercolor,94
0650,18,F,10,High,Calm,2.6,2.5,4.8,4.9,0.2,Watercolor,34
0651,16,F,11,High,Calm,2.6,3.2,2.4,2.5,3.2,Watercolor,38
0652,18,M,11,High,Happiness,2.3,2.5,4.1,1.3,2.0,Digital,101
0653,18,F,12,High,Sadness,2.2,4.3,3.5,1.8,1.8,Pencil,48
0654,16,F,11,Medium,Excitement,2.1,4.8,1.7,1.6,9.0,Mixed,37
0655,18,F,12,High,Frustration,2.1,4.7,2.6,2.0,7.2,Digital,66
0656,15,F,12,Medium,Excitement,1.7,1.7,3.8,3.1,2.2,Pencil,87
0657,17,M,9,Low,Anxiety,3.2,4.3,3.9,4.6,5.1,Mixed,89
0658,18,M,9,Low,Frustration,4.6,3.3,3.4,4.3,7.2,Mixed,51
0659,14,F,12,Low,Frustration,3.6,5.0,3.9,4.8,1.7,Digital,92
0660,17,F,10,High,Happiness,1.1,1.2,4.5,3.4,4.7,Watercolor,37
0661,16,F,9,High,Calm,3.9,1.8,4.8,4.7,5.0,Digital,112
0662,15,F,10,Low,Excitement,4.5,1.1,4.3,1.7,6.1,Pencil,65
0663,14,M,9,Medium,Frustration,4.6,4.0,3.8,2.1,3.6,Pencil,52
0664,16,M,11,Low,Anxiety,3.8,1.8,3.2,1.3,8.4,Digital,49
0665,15,M,11,Medium,Calm,4.1,4.7,1.9,2.1,5.4,Watercolor,119
0666,14,F,11,Medium,Happiness,4.8,4.5,2.7,4.2,4.4,Pencil,47
0667,16,F,9,High,Happiness,2.1,3.5,3.2,3.2,7.1,Watercolor,69
0668,15,F,12,Medium,Happiness,3.5,3.0,4.0,3.3,3.1,Digital,48
0669,14,F,9,Medium,Frustration,1.2,1.4,4.6,4.5,7.8,Digital,75
0670,17,F,9,Medium,Happiness,4.4,3.3,3.1,3.6,6.1,Digital,53
0671,15,F,10,High,Sadness,3.9,4.7,3.8,2.2,5.3,Digital,56
0672,14,M,12,High,Anxiety,1.6,3.4,3.7,3.0,9.5,Mixed,72
0673,16,M,9,High,Calm,1.0,3.6,3.2,1.5,1.5,Pencil,117
0674,18,M,9,Medium,Anxiety,4.9,4.7,4.3,4.5,7.9,Pencil,91
0675,14,M,11,High,Frustration,2.9,4.6,1.1,1.8,1.4,Digital,56
0676,18,F,9,High,Excitement,3.9,3.1,4.9,1.6,0.5,Digital,42
0677,16,F,12,High,Happiness,4.4,4.0,3.2,3.2,2.5,Mixed,89
0678,18,M,11,Low,Excitement,1.6,3.8,1.4,4.4,6.5,Digital,59
0679,17,M,11,Low,Frustration,1.1,4.1,3.3,2.2,4.5,Digital,91
0680,16,M,9,Low,Frustration,2.0,2.1,2.4,5.0,9.3,Pencil,97
0681,16,F,9,Low,Happiness,2.2,3.6,2.8,2.6,3.9,Mixed,34
0682,18,F,12,Low,Frustration,4.2,2.6,4.2,3.1,6.1,Digital,56
0683,14,F,12,Medium,Excitement,4.6,4.2,1.8,2.3,1.0,Pencil,33
0684,17,F,10,Low,Frustration,2.0,2.0,1.1,1.1,9.2,Watercolor,61
0685,15,F,11,Low,Frustration,4.5,1.5,4.9,3.0,2.7,Watercolor,111
0686,18,F,9,Low,Sadness,1.9,3.6,2.0,2.3,0.7,Mixed,52
0687,18,M,12,High,Anxiety,4.2,3.1,3.5,2.5,8.2,Watercolor,52
0688,15,F,10,High,Anxiety,1.3,3.0,2.9,1.5,6.3,Watercolor,53
0689,18,M,11,High,Happiness,4.6,1.3,3.5,2.2,8.7,Digital,95
0690,16,M,10,Low,Calm,2.6,1.1,3.9,3.4,2.3,Mixed,63
0691,18,F,10,High,Frustration,4.6,1.9,2.1,1.8,6.9,Mixed,101
0692,17,F,10,Low,Frustration,3.1,4.6,2.0,1.8,8.6,Digital,79
0693,15,F,11,Medium,Frustration,4.8,4.5,5.0,4.7,7.5,Watercolor,37
0694,17,F,12,Medium,Anxiety,1.0,3.2,4.4,3.1,2.6,Digital,59
0695,14,M,10,Low,Happiness,4.3,4.8,1.7,4.2,9.4,Watercolor,66
0696,18,F,9,High,Calm,2.6,2.9,3.4,2.7,5.0,Watercolor,33
0697,15,M,9,Low,Calm,3.4,2.2,1.2,4.5,0.1,Digital,46
0698,14,M,11,Medium,Calm,1.1,4.3,1.3,1.3,0.2,Mixed,96
0699,16,F,10,High,Frustration,3.3,4.8,2.1,2.6,0.5,Mixed,98
0700,16,M,10,Medium,Frustration,2.4,4.9,4.0,2.1,3.0,Pencil,97
0701,16,M,9,Low,Frustration,4.3,2.3,1.9,4.4,0.4,Watercolor,38
0702,17,M,9,High,Sadness,3.3,4.0,2.8,2.2,4.3,Watercolor,84
0703,16,M,12,Medium,Sadness,1.2,3.7,2.4,4.8,8.9,Pencil,103
0704,16,M,9,High,Anxiety,3.8,1.4,4.2,3.4,3.3,Pencil,42
0705,15,F,11,Medium,Sadness,2.0,2.7,2.8,1.3,0.2,Watercolor,67
0706,15,F,9,Low,Excitement,4.4,4.1,3.8,3.6,5.5,Watercolor,78
0707,16,F,9,Low,Anxiety,4.4,4.8,1.4,1.4,8.6,Watercolor,61
0708,15,M,9,High,Excitement,3.5,1.9,2.7,2.9,7.0,Digital,87
0709,16,F,10,Medium,Sadness,2.0,2.1,4.3,1.3,4.2,Mixed,85
0710,18,M,10,High,Anxiety,3.5,2.4,2.1,3.2,4.4,Watercolor,94
0711,15,F,11,Medium,Sadness,2.2,2.6,1.2,4.6,6.2,Watercolor,42
0712,18,M,12,Low,Frustration,2.1,3.4,3.6,4.1,8.3,Watercolor,53
0713,17,F,9,Low,Happiness,2.8,4.5,4.7,3.8,3.3,Watercolor,84
0714,15,M,10,High,Calm,2.8,4.9,3.3,2.4,1.1,Pencil,76
0715,16,M,11,Medium,Excitement,3.0,2.8,4.3,2.3,6.1,Pencil,36
0716,18,M,9,Medium,Anxiety,3.4,2.3,4.2,1.9,8.5,Digital,111
0717,16,M,11,Medium,Happiness,2.1,3.6,2.4,1.9,5.3,Watercolor,69
0718,17,F,9,High,Sadness,1.3,4.5,2.6,3.6,9.7,Watercolor,48
0719,18,M,10,Low,Happiness,4.7,4.8,4.2,2.8,7.8,Digital,94
0720,17,F,11,High,Excitement,4.1,4.4,2.5,4.3,5.8,Pencil,87
0721,16,F,11,High,Excitement,4.1,1.1,3.1,1.7,6.9,Mixed,84
0722,16,F,10,Medium,Happiness,3.5,3.9,4.8,2.4,7.8,Mixed,100
0723,18,F,12,Medium,Happiness,1.3,2.4,1.5,1.6,2.0,Pencil,94
0724,14,F,11,Medium,Excitement,2.5,1.9,1.8,1.4,1.3,Digital,59
0725,14,F,10,High,Frustration,1.3,3.9,2.2,2.2,7.9,Digital,32
0726,15,F,11,Low,Frustration,4.6,3.7,3.4,1.3,0.9,Watercolor,36
0727,17,M,11,High,Sadness,1.1,1.6,4.2,2.6,1.0,Watercolor,105
0728,17,F,11,High,Anxiety,3.2,4.5,3.9,2.8,6.4,Watercolor,73
0729,17,M,10,Medium,Anxiety,4.5,4.7,2.9,3.8,5.0,Watercolor,52
0730,16,F,11,High,Anxiety,4.6,4.7,4.9,1.8,3.3,Pencil,75
0731,17,M,9,Medium,Happiness,4.6,4.9,4.7,3.9,0.1,Pencil,92
0732,16,F,11,Low,Anxiety,2.8,2.9,1.2,3.6,2.0,Watercolor,86
0733,14,M,11,High,Calm,2.6,2.8,1.9,2.8,5.7,Digital,53
0734,15,M,9,Medium,Excitement,1.3,4.2,3.3,1.7,9.0,Digital,77
0735,16,F,11,High,Sadness,1.5,3.6,2.9,4.6,1.1,Pencil,62
0736,17,F,10,Low,Calm,2.6,4.5,2.0,4.5,3.3,Watercolor,85
0737,15,M,10,High,Frustration,2.3,1.1,1.9,2.3,5.2,Watercolor,65
0738,14,F,9,High,Calm,1.1,3.4,3.6,4.3,3.2,Digital,101
0739,17,F,12,Low,Excitement,1.9,1.1,2.8,1.8,7.3,Watercolor,69
0740,17,M,9,Low,Excitement,4.9,2.9,4.5,5.0,0.8,Digital,89
0741,17,M,9,Medium,Sadness,2.4,4.5,3.0,4.4,2.8,Pencil,103
0742,16,F,12,Medium,Frustration,4.5,1.3,3.2,1.2,2.0,Watercolor,94
0743,18,M,9,Low,Anxiety,3.2,4.0,2.9,2.2,0.3,Pencil,77
0744,17,F,12,Low,Anxiety,4.9,1.1,2.2,2.1,5.7,Pencil,97
0745,14,F,9,Low,Calm,3.5,3.6,1.3,2.4,2.7,Watercolor,87
0746,15,M,9,Low,Anxiety,2.8,3.3,4.8,4.1,4.8,Digital,91
0747,16,M,12,High,Frustration,4.2,1.2,2.4,4.8,4.9,Mixed,108
0748,18,M,12,Medium,Frustration,3.6,4.1,1.1,4.0,4.8,Mixed,77
0749,18,F,10,High,Sadness,1.6,4.7,4.8,4.1,9.5,Digital,74
0750,17,F,12,High,Happiness,1.7,3.3,2.5,4.5,8.5,Pencil,92
0751,15,M,12,High,Anxiety,4.7,3.1,2.3,2.4,9.5,Pencil,100
0752,16,M,9,Low,Sadness,3.2,1.8,1.9,3.4,7.8,Watercolor,75
0753,15,F,9,High,Frustration,4.9,3.0,4.3,2.6,7.9,Digital,108
0754,18,F,10,High,Anxiety,2.2,1.7,3.3,2.5,4.6,Pencil,33
0755,16,M,9,Low,Anxiety,2.1,1.7,3.3,2.9,7.6,Mixed,91
0756,16,F,9,Low,Frustration,3.9,3.2,4.5,4.3,9.3,Digital,83
0757,18,F,10,Medium,Calm,3.7,2.3,2.8,5.0,7.0,Watercolor,59
0758,17,F,9,Medium,Sadness,1.9,4.7,1.5,1.4,6.1,Pencil,34
0759,14,M,10,Medium,Happiness,2.0,2.4,2.2,4.1,2.5,Pencil,102
0760,18,F,11,Low,Anxiety,3.9,4.6,2.6,3.4,8.1,Watercolor,44
0761,15,M,9,High,Calm,3.2,4.8,4.5,4.9,9.7,Mixed,33
0762,18,M,9,Low,Calm,1.9,1.0,3.5,2.4,8.5,Mixed,119
0763,14,F,9,High,Excitement,2.4,1.4,4.6,4.1,2.1,Digital,65
0764,14,F,9,High,Frustration,3.9,2.1,1.3,2.0,7.1,Pencil,103
0765,15,M,10,Medium,Excitement,3.0,1.8,3.6,3.9,5.1,Digital,67
0766,17,M,11,Low,Calm,2.3,3.9,2.6,1.0,8.5,Pencil,75
0767,16,M,12,Low,Excitement,2.7,2.6,2.7,4.8,3.5,Watercolor,89
0768,16,F,11,Low,Excitement,5.0,2.9,3.7,2.2,8.2,Mixed,97
0769,15,M,10,Low,Happiness,1.5,2.3,3.6,4.8,5.5,Mixed,113
0770,15,F,10,High,Excitement,4.8,4.2,4.6,1.4,3.4,Mixed,115
0771,18,M,11,High,Calm,2.5,3.1,4.5,1.1,2.9,Digital,106
0772,14,F,10,Low,Anxiety,1.3,4.3,2.6,1.9,5.4,Mixed,77
0773,15,F,12,Medium,Anxiety,1.3,3.9,2.9,4.6,5.6,Watercolor,100
0774,15,F,9,Medium,Sadness,3.6,2.2,1.9,2.8,3.5,Watercolor,44
0775,14,M,11,Low,Happiness,4.6,1.6,4.0,1.0,3.7,Mixed,98
0776,14,M,10,High,Calm,3.0,3.2,3.7,3.0,9.9,Mixed,86
0777,18,F,9,Low,Calm,2.1,3.5,5.0,2.9,6.7,Watercolor,56
0778,15,M,11,High,Excitement,1.4,3.5,4.6,3.3,8.2,Pencil,43
0779,15,M,10,Low,Frustration,1.7,2.6,4.7,1.7,1.2,Pencil,104
0780,17,M,9,Medium,Happiness,1.8,3.5,3.3,3.8,5.7,Mixed,39
0781,15,M,12,Medium,Anxiety,4.6,2.7,3.2,1.9,7.3,Mixed,70
0782,14,F,11,Low,Frustration,4.5,2.3,3.1,2.2,3.8,Watercolor,75
0783,18,M,11,Low,Excitement,2.0,3.9,2.3,2.2,1.5,Pencil,87
0784,16,M,12,Medium,Excitement,4.5,3.0,4.3,1.6,2.5,Watercolor,79
0785,18,M,12,Low,Anxiety,2.7,3.1,4.5,4.7,0.6,Pencil,111
0786,15,F,12,Low,Sadness,2.1,4.4,2.4,3.8,9.8,Digital,92
0787,15,F,11,Medium,Happiness,2.1,2.9,4.1,1.7,0.5,Pencil,95
0788,14,F,9,Medium,Calm,4.9,3.1,4.8,1.2,8.7,Digital,47
0789,15,F,10,High,Happiness,4.6,3.4,2.2,1.3,4.8,Pencil,70
0790,18,F,9,Low,Sadness,4.2,2.7,1.0,3.1,3.0,Mixed,106
0791,18,F,9,High,Happiness,4.5,1.2,1.4,3.0,4.7,Pencil,51
0792,16,F,12,Low,Anxiety,4.0,3.0,1.2,4.5,5.2,Watercolor,36
0793,14,M,9,Low,Excitement,2.7,1.5,2.8,3.5,7.4,Mixed,38
0794,16,F,9,High,Anxiety,1.6,4.7,4.1,3.9,4.3,Mixed,45
0795,15,M,12,Medium,Anxiety,3.4,3.0,3.3,1.3,9.0,Watercolor,48
0796,14,M,10,Medium,Sadness,3.0,2.4,1.3,4.1,3.3,Digital,45
0797,14,M,11,Medium,Anxiety,1.3,2.3,1.3,1.8,7.1,Digital,111
0798,15,M,11,Low,Anxiety,4.5,3.1,1.8,4.5,8.2,Mixed,88
0799,14,M,12,Low,Anxiety,2.0,2.1,1.7,4.1,7.2,Pencil,68
0800,14,F,11,High,Calm,1.8,1.7,4.6,4.6,8.7,Digital,81
0801,18,M,11,Low,Frustration,2.4,3.3,1.1,4.0,6.3,Watercolor,76
0802,16,F,12,High,Calm,1.1,2.0,1.6,1.5,7.5,Pencil,61
0803,14,M,10,Low,Frustration,2.3,1.4,1.6,3.6,3.5,Mixed,110
0804,15,M,9,Medium,Frustration,3.9,4.2,4.8,3.2,1.4,Mixed,110
0805,17,F,11,Medium,Frustration,3.7,3.7,5.0,4.4,7.8,Digital,98
0806,14,F,12,Medium,Calm,1.8,4.1,4.4,4.2,3.2,Digital,100
0807,18,M,11,High,Happiness,4.9,4.2,3.1,2.0,4.5,Digital,52
0808,17,M,11,High,Anxiety,4.4,2.9,4.1,1.6,1.2,Pencil,50
0809,16,M,9,Low,Calm,4.2,3.7,2.5,2.7,5.2,Pencil,79
0810,17,M,11,Medium,Calm,4.3,3.8,3.5,1.4,0.5,Mixed,57
0811,14,M,10,High,Sadness,1.8,1.9,3.4,3.0,8.3,Watercolor,57
0812,15,F,10,High,Calm,4.2,4.0,1.3,4.6,0.7,Digital,112
0813,14,F,11,Low,Frustration,1.9,3.4,3.8,4.0,0.2,Mixed,33
0814,18,M,11,Medium,Anxiety,3.5,4.7,4.6,3.9,3.4,Mixed,82
0815,15,F,9,High,Happiness,3.0,2.8,3.6,4.0,5.7,Pencil,64
0816,14,M,11,Low,Frustration,1.7,1.0,4.8,3.4,3.4,Digital,42
0817,17,F,10,Medium,Excitement,1.2,2.5,2.5,2.6,9.8,Watercolor,81
0818,15,F,10,High,Sadness,4.3,1.7,3.2,4.8,7.0,Digital,43
0819,16,M,10,Low,Sadness,3.5,4.8,2.2,4.5,2.4,Watercolor,92
0820,14,F,12,Low,Calm,3.9,3.9,1.4,1.9,7.9,Pencil,63
0821,18,F,11,High,Sadness,3.0,2.4,1.1,2.9,7.9,Pencil,58
0822,17,F,10,High,Anxiety,3.9,2.4,1.6,2.7,5.9,Watercolor,64
0823,16,M,11,Low,Anxiety,3.9,3.9,4.9,4.4,2.8,Mixed,69
0824,15,M,11,Medium,Frustration,1.9,3.4,4.9,4.7,1.3,Digital,53
0825,17,M,12,High,Calm,1.6,4.6,4.2,2.2,0.5,Pencil,69
0826,16,F,10,Medium,Anxiety,3.2,4.3,2.0,2.6,9.9,Digital,57
0827,16,M,9,Low,Excitement,3.2,1.6,1.7,3.0,1.7,Mixed,34
0828,14,M,11,Medium,Happiness,4.5,2.6,1.4,1.1,4.0,Pencil,73
0829,15,M,12,Medium,Anxiety,2.5,1.8,3.5,2.9,3.2,Pencil,92
0830,15,F,10,Medium,Sadness,4.7,3.8,3.4,3.1,8.6,Pencil,87
0831,15,M,11,Low,Calm,2.5,2.7,2.6,2.7,0.9,Pencil,51
0832,15,F,9,High,Calm,3.4,4.1,4.3,2.7,7.5,Mixed,96
0833,17,M,10,Low,Frustration,3.4,3.8,4.3,2.9,9.8,Digital,61
0834,17,M,10,Low,Excitement,2.3,1.5,1.9,3.2,10.0,Digital,91
0835,15,F,9,Low,Sadness,3.4,2.3,4.0,2.9,2.9,Digital,82
0836,16,F,12,High,Sadness,3.0,4.3,3.1,2.8,9.6,Digital,34
0837,18,F,9,Medium,Happiness,3.4,4.8,3.1,2.6,2.2,Watercolor,85
0838,18,F,10,Low,Sadness,4.1,1.8,3.2,2.3,1.9,Watercolor,119
0839,14,F,9,High,Calm,4.1,2.2,3.8,1.9,5.8,Pencil,73
0840,16,F,11,Low,Excitement,1.9,3.3,4.5,1.5,4.0,Watercolor,111
0841,14,M,11,High,Sadness,1.0,1.2,2.9,3.3,5.5,Mixed,101
0842,14,M,10,Low,Frustration,1.2,1.2,4.3,1.6,2.5,Mixed,55
0843,15,M,10,Medium,Anxiety,2.0,4.5,2.6,1.7,7.0,Mixed,59
0844,14,M,9,High,Excitement,4.6,2.6,1.1,1.4,6.1,Pencil,31
0845,14,M,12,Medium,Calm,4.6,4.9,4.0,2.2,2.4,Mixed,51
0846,17,M,10,Low,Excitement,3.1,2.9,4.5,1.1,3.3,Digital,33
0847,14,F,12,Medium,Excitement,4.7,3.2,3.5,2.3,8.7,Digital,40
0848,17,F,11,Medium,Calm,2.6,3.5,3.1,2.2,5.9,Pencil,34
0849,16,F,10,Medium,Anxiety,1.6,3.0,4.3,2.0,8.3,Pencil,72
0850,17,M,12,High,Sadness,4.2,3.6,4.5,1.5,1.9,Digital,45
0851,18,M,9,Medium,Calm,3.1,2.5,3.3,2.4,7.2,Mixed,32
0852,18,F,11,Medium,Calm,3.9,1.8,2.6,2.4,2.1,Watercolor,100
0853,17,F,12,Low,Happiness,2.9,3.7,5.0,2.3,0.3,Pencil,60
0854,15,M,10,High,Calm,4.9,4.5,3.3,3.1,6.7,Watercolor,106
0855,18,M,11,Medium,Frustration,4.4,2.5,1.8,1.3,1.1,Mixed,44
0856,15,F,9,Medium,Anxiety,1.2,3.2,4.3,2.8,2.4,Pencil,35
0857,17,F,9,Low,Happiness,4.3,4.1,4.3,2.6,7.2,Mixed,83
0858,16,F,12,Medium,Anxiety,1.0,4.8,3.6,3.5,0.5,Digital,75
0859,17,F,12,High,Calm,2.4,2.6,4.8,4.4,3.5,Digital,88
0860,18,F,10,High,Calm,2.6,2.8,4.5,4.5,3.0,Watercolor,78
0861,15,M,11,Medium,Sadness,2.6,3.1,1.2,4.8,8.3,Mixed,75
0862,15,M,10,Medium,Calm,3.9,3.7,3.2,3.4,5.6,Digital,77
0863,15,F,12,High,Anxiety,2.0,1.4,1.8,2.0,0.9,Digital,56
0864,16,M,9,High,Excitement,3.7,1.5,4.1,1.0,8.0,Pencil,75
0865,18,F,12,Medium,Calm,3.6,1.1,1.6,2.3,1.6,Watercolor,90
0866,17,M,10,High,Anxiety,2.8,2.3,3.1,1.6,4.4,Pencil,55
0867,17,M,11,Low,Excitement,1.2,2.3,4.7,2.1,0.3,Mixed,34
0868,14,F,9,Medium,Anxiety,1.0,4.1,2.1,2.1,5.8,Digital,39
0869,14,F,12,High,Happiness,3.8,2.9,4.6,1.0,5.2,Mixed,58
0870,14,F,9,Medium,Sadness,1.3,1.8,4.4,1.3,7.4,Watercolor,35
0871,16,F,10,Low,Happiness,4.6,1.3,4.9,2.1,4.6,Mixed,90
0872,18,F,9,Medium,Happiness,4.3,4.1,3.4,2.2,5.2,Digital,115
0873,14,M,10,Low,Excitement,4.3,2.5,3.5,3.3,7.2,Pencil,95
0874,16,M,11,High,Calm,4.4,4.7,2.9,3.7,0.6,Mixed,36
0875,17,F,11,Low,Calm,4.3,4.9,3.2,3.5,0.8,Digital,84
0876,16,M,10,High,Anxiety,1.9,3.1,2.9,2.6,6.5,Pencil,31
0877,15,M,11,Medium,Calm,3.3,4.5,2.9,1.7,5.0,Mixed,108
0878,14,F,10,Low,Anxiety,1.4,2.9,2.9,4.0,9.9,Pencil,118
0879,14,M,9,Medium,Anxiety,3.9,3.2,4.4,2.9,9.8,Pencil,70
0880,15,M,12,Medium,Frustration,2.2,4.3,3.8,1.4,0.6,Digital,32
0881,16,F,9,High,Frustration,2.9,4.1,3.4,1.3,7.3,Mixed,61
0882,18,M,9,Medium,Happiness,4.2,2.9,2.2,2.4,0.3,Watercolor,77
0883,16,M,11,Medium,Happiness,4.1,1.4,2.3,4.9,2.1,Pencil,58
0884,17,M,11,Low,Excitement,3.3,2.4,4.2,3.1,3.3,Digital,79
0885,17,F,12,High,Sadness,2.6,4.8,2.9,3.8,2.4,Watercolor,98
0886,17,M,9,Medium,Frustration,1.7,3.5,2.9,2.8,2.6,Digital,115
0887,16,F,10,Low,Anxiety,3.4,3.9,2.7,4.3,4.8,Mixed,114
0888,15,M,12,High,Frustration,1.4,3.2,2.2,1.3,0.4,Watercolor,91
0889,14,M,10,Medium,Happiness,1.9,4.4,2.9,3.0,8.7,Mixed,36
0890,16,F,12,Low,Happiness,4.5,2.8,1.8,1.0,6.7,Pencil,37
0891,17,M,12,Low,Frustration,2.4,1.5,2.0,2.1,9.9,Mixed,36
0892,14,F,11,High,Sadness,1.6,4.1,2.2,3.1,2.5,Mixed,93
0893,16,F,12,High,Anxiety,3.1,3.4,1.4,4.8,6.2,Digital,63
0894,17,M,11,Medium,Sadness,2.0,2.9,2.3,1.4,9.5,Digital,78
0895,14,M,9,High,Excitement,2.0,1.9,4.2,4.6,8.5,Watercolor,90
0896,15,F,10,High,Frustration,1.7,2.5,1.3,2.2,5.8,Watercolor,42
0897,14,F,12,High,Sadness,2.0,2.8,4.0,2.9,8.5,Digital,83
0898,16,F,12,Low,Sadness,1.9,4.4,3.3,1.3,5.6,Watercolor,107
0899,18,M,9,Medium,Sadness,1.7,3.1,4.4,2.3,4.3,Pencil,57
0900,16,M,10,High,Sadness,1.5,4.4,4.2,2.5,7.5,Pencil,93
0901,17,F,9,Medium,Frustration,2.4,2.9,1.2,1.7,1.5,Pencil,65
0902,15,F,10,Low,Sadness,3.9,2.3,1.9,1.2,6.5,Mixed,93
0903,17,M,11,Low,Happiness,3.6,1.7,4.5,3.1,8.4,Pencil,84
0904,18,F,9,Low,Excitement,2.7,3.0,2.4,3.1,2.8,Watercolor,44
0905,18,F,10,High,Frustration,5.0,4.1,4.7,4.3,8.0,Mixed,53
0906,14,M,11,Low,Excitement,2.9,4.7,2.3,3.2,3.1,Mixed,94
0907,14,F,10,Medium,Happiness,4.8,3.9,3.4,4.2,6.5,Pencil,54
0908,18,M,11,Medium,Excitement,3.3,1.1,1.6,1.5,4.7,Digital,40
0909,18,F,10,High,Sadness,4.9,4.2,2.2,4.8,4.9,Digital,54
0910,15,M,9,Low,Frustration,3.9,4.6,2.3,4.9,1.1,Watercolor,92
0911,18,M,12,Low,Anxiety,4.3,4.4,1.2,1.1,7.7,Digital,104
0912,18,F,10,Low,Anxiety,3.1,2.8,3.2,4.5,6.1,Mixed,58
0913,18,M,12,Medium,Excitement,4.0,1.5,2.7,1.6,5.3,Digital,96
0914,18,F,9,Medium,Excitement,2.7,3.9,1.9,2.6,3.9,Mixed,100
0915,17,M,12,High,Frustration,1.4,2.1,1.2,1.6,3.8,Digital,112
0916,17,M,12,Medium,Sadness,4.9,1.2,1.7,2.6,9.7,Pencil,85
0917,17,F,12,Medium,Sadness,4.3,1.1,2.0,4.7,1.0,Mixed,30
0918,15,F,11,High,Frustration,3.2,3.2,1.6,2.6,4.1,Pencil,81
0919,16,M,9,Low,Sadness,4.4,3.7,1.0,1.9,4.4,Watercolor,34
0920,14,M,9,High,Excitement,4.9,1.2,1.8,3.6,3.9,Pencil,43
0921,17,F,9,Low,Frustration,2.6,4.7,3.0,1.1,9.2,Pencil,112
0922,14,F,10,Low,Calm,1.7,1.9,4.5,4.7,0.8,Digital,90
0923,14,M,9,Low,Sadness,2.6,1.9,4.0,1.5,1.4,Watercolor,94
0924,16,F,9,Low,Sadness,4.0,2.0,1.3,1.9,8.5,Pencil,104
0925,16,M,12,High,Happiness,1.3,4.5,1.7,4.8,8.9,Digital,95
0926,14,F,9,Low,Anxiety,4.0,5.0,1.4,2.9,2.8,Digital,38
0927,15,F,9,Low,Excitement,4.5,2.1,1.0,1.8,8.2,Digital,43
0928,18,M,10,Low,Anxiety,1.9,2.3,1.0,3.0,9.1,Watercolor,52
0929,16,F,12,High,Excitement,4.8,2.6,2.6,2.1,7.9,Mixed,100
0930,16,F,11,Medium,Calm,1.4,4.8,3.5,2.4,9.7,Mixed,106
0931,14,M,12,Medium,Anxiety,3.0,4.8,3.8,3.3,8.9,Mixed,52
0932,16,F,12,High,Anxiety,2.7,3.7,2.5,1.3,8.9,Digital,99
0933,18,M,11,High,Happiness,1.2,3.1,1.5,2.4,5.9,Pencil,61
0934,17,F,12,High,Anxiety,4.8,3.8,3.4,5.0,0.9,Mixed,96
0935,18,M,10,Low,Sadness,1.5,3.8,3.2,1.8,6.0,Pencil,119
0936,18,F,10,Medium,Frustration,2.7,4.3,1.3,3.0,6.6,Digital,61
0937,15,F,10,Low,Frustration,4.8,2.4,2.3,2.7,4.4,Digital,62
0938,15,F,11,Medium,Happiness,3.4,2.7,2.4,2.3,8.4,Pencil,90
0939,16,F,11,Low,Excitement,4.2,1.0,4.1,2.0,2.7,Digital,62
0940,15,M,11,Low,Sadness,4.4,2.7,4.0,5.0,4.7,Watercolor,93
0941,15,F,9,Medium,Anxiety,3.6,4.7,3.6,2.8,3.6,Pencil,107
0942,18,M,11,High,Happiness,4.4,1.8,4.3,4.8,9.7,Pencil,86
0943,15,F,10,Medium,Calm,4.7,2.7,1.3,2.2,4.2,Digital,117
0944,14,F,9,Low,Calm,1.7,1.6,1.3,4.5,2.2,Watercolor,91
0945,15,M,10,High,Sadness,2.5,2.1,2.4,1.3,9.6,Mixed,71
0946,17,F,9,Medium,Anxiety,3.4,2.2,3.1,2.2,0.3,Digital,90
